Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
150214397,"In Service of Death (DCI Logan Crime Thrillers, #17)",J.D. Kirk,"Kirk, J.D.",,"=""""","=""""",0,4.69,Zertex Crime,Kindle Edition,384,2023,2023,,2023/08/21,to-read,to-read (#167),to-read,,,,0,0
43822820,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,"Jewell, Lisa",,"=""1501190105""","=""9781501190100""",4,3.97,Atria Books,Hardcover,340,2019,2019,,2023/07/01,,,read,,,,1,0
60879779,"Everyone in My Family Has Killed Someone (Ernest Cunningham, #1)",Benjamin   Stevenson,"Stevenson, Benjamin",,"=""0063279029""","=""9780063279025""",0,3.82,Mariner Books,Hardcover,371,2023,2022,,2023/08/20,to-read,to-read (#166),to-read,,,,0,0
61897971,The Quiet Tenant,Clémence Michallon,"Michallon, Clémence",,"=""0593534646""","=""9780593534649""",0,3.92,Knopf Publishing Group,Hardcover,303,2023,2023,,2023/08/20,to-read,to-read (#165),to-read,,,,0,0
62874245,The Drowning Woman,Robyn Harding,"Harding, Robyn",,"=""1538726769""","=""9781538726761""",0,4.07,Grand Central Publishing,Hardcover,336,2023,2023,,2023/08/19,to-read,to-read (#164),to-read,,,,0,0
35297426,Then She Was Gone,Lisa Jewell,"Jewell, Lisa",,"=""1501154648""","=""9781501154645""",0,4.06,Atria Books,Hardcover,359,2018,2017,,2023/08/18,to-read,to-read (#163),to-read,,,,0,0
62334530,None of This Is True,Lisa Jewell,"Jewell, Lisa",,"=""1982179007""","=""9781982179007""",5,4.20,Atria Books,Hardcover,384,2023,2023,,2023/08/14,,,read,,,,1,0
62928579,De uverdige,Roy Jacobsen,"Jacobsen, Roy",,"=""8202774322""","=""9788202774325""",0,3.82,Cappelen Damm,Hardcover,283,2022,2022,,2023/06/16,did-not-finish,did-not-finish (#1),read,,,,1,0
62063040,"A Game of Lies (DC Morgan, #2)",Clare Mackintosh,"Mackintosh, Clare",,"=""""","=""""",0,4.11,Sphere,Kindle Edition,400,2023,2023,,2023/08/17,to-read,to-read (#162),to-read,,,,0,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,"=""""","=""""",5,4.34,Bookouture,Kindle Edition,338,2022,2022,,2023/06/17,,,read,,,,1,0
53968496,"The Prison Healer (The Prison Healer, #1)",Lynette Noni,"Noni, Lynette",,"=""0358434556""","=""9780358434559""",0,4.24,Clarion Books,Hardcover,416,2021,2021,,2023/08/17,to-read,to-read (#161),to-read,,,,0,0
58756064,"Litt redd, bare",Alexander Kielland Krag,"Krag, Alexander Kielland",,"=""820555255X""","=""9788205552555""",0,4.21,Gyldendal Norsk Forlag AS,Hardcover,215,2021,2021,,2023/07/30,,,read,,,,1,0
53312623,"Exodus (The Ravenhood, #2)",Kate  Stewart,"Stewart, Kate",,"=""""","=""9798672214306""",0,4.42,Independently published,Paperback,450,2020,2020,,2023/08/17,to-read,to-read (#160),to-read,,,,0,0
33131867,"The Risk (Mindf*ck, #1)",S.T. Abby,"Abby, S.T.",,"=""""","=""""",0,4.27,S.T. Abby,ebook,132,2016,2016,,2023/08/17,to-read,to-read (#159),to-read,,,,0,0
60714999,"The Serpent and the Wings of Night (Crowns of Nyaxia, #1)",Carissa Broadbent,"Broadbent, Carissa",,"=""""","=""""",0,4.37,Independently Published,Kindle Edition,532,2022,2022,,2023/08/17,to-read,to-read (#158),to-read,,,,0,0
59739150,"A Broken Blade (The Halfling Saga, #1)",Melissa Blair,"Blair, Melissa",,"=""1777927811""","=""9781777927813""",0,4.01,Nibi Books,Kindle Edition,427,2021,2021,,2023/08/17,to-read,to-read (#157),to-read,,,,0,0
41451010,"Signs of Cupidity (Heart Hassle, #1)",Raven Kennedy,"Kennedy, Raven",,"=""""","=""""",0,4.12,Raven Kennedy,Kindle Edition,178,2018,2018,,2023/08/17,to-read,to-read (#156),to-read,,,,0,0
52439531,"The Inheritance Games (The Inheritance Games, #1)",Jennifer Lynn Barnes,"Barnes, Jennifer Lynn",,"=""1368052401""","=""9781368052405""",0,4.19,"Little, Brown Books for Young Readers",Hardcover,386,2020,2020,,2023/08/13,to-read,to-read (#155),to-read,,,,0,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,"=""1405293187""","=""9781405293181""",4,4.34,Electric Monkey,Paperback,433,2019,2019,,2023/07/28,,,read,,,,1,0
113487804,"Knock Knock, Open Wide",Neil Sharpson,"Sharpson, Neil",,"=""""","=""""",0,4.07,Tor Nightfire,Kindle Edition,329,2023,2023,,2023/08/12,to-read,to-read (#154),to-read,,,,0,0
27271848,"Max, Mischa & Tetoffensiven",Johan Harstad,"Harstad, Johan",,"=""""","=""9788205473140""",0,4.42,Gyldendal,Hardcover,1082,2015,2017,,2023/08/05,to-read,to-read (#153),to-read,,,,0,0
49083140,Boy Parts,Eliza  Clark,"Clark, Eliza",,"=""""","=""9781910312643""",0,3.81,Influx Press,ebook,304,2020,2020,,2023/08/05,to-read,to-read (#152),to-read,,,,0,0
23492661,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",0,3.80,Washington Square Press,Paperback,342,2015,2015,,2023/08/05,to-read,to-read (#151),to-read,,,,0,0
18775359,After I Do,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1476712840""","=""9781476712840""",0,3.96,Washington Square Press,Paperback,334,2014,2014,,2023/08/05,to-read,to-read (#150),to-read,,,,0,0
62358270,Conquest,Nina Allan,"Allan, Nina",,"=""1529420806""","=""9781529420807""",3,3.85,riverrun,Kindle Edition,320,2023,2023,,2023/05/20,,,read,,,,1,0
43388989,The Eighth Life: for Brilka,Nino Haratischwili,"Haratischwili, Nino","Charlotte Collins, Ruth   Martin","=""1911617478""","=""9781911617471""",0,4.52,Scribe UK,Paperback,944,2019,2014,,2023/08/02,to-read,to-read (#149),to-read,,,,0,0
59357120,Yellowface,R.F. Kuang,"Kuang, R.F.",,"=""000853277X""","=""9780008532772""",0,3.89,The Borough Press,Hardcover,329,2023,2023,,2023/07/30,to-read,to-read (#148),to-read,,,,0,0
63028672,Bellies,Nicola Dinan,"Dinan, Nicola",,"=""1335490884""","=""9781335490889""",0,4.20,Hanover Square Press,Hardcover,368,2023,2023,,2023/07/30,to-read,to-read (#147),to-read,,,,0,0
63184768,Kala,Colin Walsh,"Walsh, Colin",,"=""0385549636""","=""9780385549639""",0,4.01,Doubleday,Hardcover,416,2023,2023,,2023/07/30,to-read,to-read (#146),to-read,,,,0,0
75715117,Sunburn,Chloe Michelle Howarth,"Howarth, Chloe Michelle",,"=""0857308416""","=""9780857308412""",0,4.25,VERVE Books,Paperback,288,2023,2023,,2023/07/30,to-read,to-read (#145),to-read,,,,0,0
127555313,Too Late,Colleen Hoover,"Hoover, Colleen",,"=""1538756617""","=""9781538756614""",0,4.01,Grand Central Publishing,Kindle Edition,370,2023,2016,,2023/07/28,to-read,to-read (#144),to-read,,,,0,0
61431922,"Fourth Wing (The Empyrean, #1)",Rebecca Yarros,"Yarros, Rebecca",,"=""1649374046""","=""9781649374042""",0,4.65,"Entangled Publishing, LLC (Red Tower Books)",Hardcover,528,2023,2023,,2023/07/28,to-read,to-read (#143),to-read,,,,0,0
62703226,The Only One Left,Riley Sager,"Sager, Riley",,"=""0593183223""","=""9780593183229""",0,4.16,Dutton,Hardcover,385,2023,2023,,2023/07/28,to-read,to-read (#142),to-read,,,,0,0
63104845,Penance,Eliza  Clark,"Clark, Eliza",,"=""""","=""""",5,4.11,Faber & Faber,Kindle Edition,405,2023,2023,,2023/06/10,,,read,,,,1,0
60224365,"Before Your Memory Fades (Before the Coffee Gets Cold, #3)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""0369722698""","=""9780369722690""",3,3.91,Hanover Square Press,ebook,220,2022,2018,,2023/07/25,,,read,,,,1,0
59359016,Stargate - en julefortelling,Ingvild H. Rishøi,"Rishøi, Ingvild H.",,"=""""","=""""",3,4.28,Gyldendal,Hardcover,133,2021,2021,,2023/01/05,,,read,,,,1,0
60435878,Carrie Soto Is Back,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""0593158687""","=""9780593158685""",4,4.22,Ballantine Books,Hardcover,384,2022,2022,,2023/01/26,,,read,,,,2,0
44427993,Terapeuten,Helene Flood,"Flood, Helene",,"=""""","=""""",4,3.37,Aschehoug,Hardcover,400,2019,2019,,2023/03/22,,,read,,,,1,0
10514311,Øst for Eden 1 (Øst for Eden #1),John Steinbeck,"Steinbeck, John",Nils Lie,"=""""","=""""",0,4.48,Den Norske Bokklubben,Hardcover,270,1970,1939,,2023/07/25,to-read,to-read (#141),to-read,,,,0,0
1941607,"The Firm (The Firm, #1)",John Grisham,"Grisham, John",,"=""0385319053""","=""9780385319058""",0,4.22,Vintage,Paperback,448,1997,1991,,2023/07/25,to-read,to-read (#140),to-read,,,,0,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,"=""""","=""""",0,3.91,Anchor,Paperback,489,2006,2003,,2023/07/25,to-read,to-read (#139),to-read,,,,0,0
18144124,I Am Pilgrim,Terry Hayes,"Hayes, Terry",,"=""1439177724""","=""9781439177723""",0,4.29,Atria/Emily Bestler Books,Hardcover,612,2014,2013,,2023/07/25,to-read,to-read (#138),to-read,,,,0,0
58482479,One of Us Is Dead,Jeneva Rose,"Rose, Jeneva",,"=""""","=""9798200706846""",3,3.83,Blackstone Publishing,Hardcover,272,2022,2022,,2023/07/24,,,read,,,,1,0
29939161,Radical Candor: Be a Kickass Boss Without Losing Your Humanity,Kim Malone Scott,"Scott, Kim Malone",,"=""1250103509""","=""9781250103505""",0,4.08,St. Martin's Press,Hardcover,336,2017,2017,,2023/07/16,to-read,to-read (#137),to-read,,,,0,0
16299,And Then There Were None,Agatha Christie,"Christie, Agatha",,"=""0312330871""","=""9780312330873""",3,4.28,St. Martin's Griffin,Paperback,264,2004,1939,,2023/07/07,,,read,,,,1,0
36315374,Jar of Hearts,Jennifer Hillier,"Hillier, Jennifer",,"=""1250154197""","=""9781250154194""",4,4.12,Minotaur Books,Hardcover,311,2018,2018,,2023/07/01,,,read,,,,1,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",4,4.14,Flatiron Books,Hardcover,372,2022,2022,,2023/06/30,,,read,,,,1,0
59316367,Look Closer,David Ellis,"Ellis, David",,"=""0399170928""","=""9780399170928""",0,4.26,G.P. Putnam's Sons,Hardcover,448,2022,2022,,2023/07/01,to-read,to-read (#136),to-read,,,,0,0
59947696,Wrong Place Wrong Time,Gillian McAllister,"McAllister, Gillian",,"=""0063252341""","=""9780063252349""",0,4.03,William Morrow,Hardcover,416,2022,2022,,2023/07/01,to-read,to-read (#135),to-read,,,,0,0
59808050,Daisy Darker,Alice Feeney,"Feeney, Alice",,"=""1250843936""","=""9781250843937""",0,3.78,Flatiron Books,Hardcover,338,2022,2022,,2023/07/01,to-read,to-read (#134),to-read,,,,0,0
60784636,All the Dangerous Things,Stacy Willingham,"Willingham, Stacy",,"=""1250803853""","=""9781250803856""",0,4.10,Minotaur Books,Hardcover,326,2023,2023,,2023/07/01,to-read,to-read (#133),to-read,,,,0,0
60151826,I'm a Fan,Sheena Patel,"Patel, Sheena",,"=""""","=""""",2,3.49,Rough Trade Books,,207,2022,2022,,2023/07/01,,,read,,,,1,0
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,"=""074324754X""","=""9780743247542""",0,4.31,Scribner,Paperback,288,2006,2005,,2023/06/30,to-read,to-read (#132),to-read,,,,0,0
52636419,The Wife Upstairs,Freida McFadden,"McFadden, Freida",,"=""""","=""""",4,4.19,Hollywood Upstairs Press,Kindle Edition,419,2020,2020,,2023/06/24,,,read,,,,1,0
49386443,Courage To Be Disliked / The Road Back to You / Mindset,Ichiro Kishimi,"Kishimi, Ichiro","Carol S. Dweck, Fumitake Koga, Ian Morgan Cron, Suzanne Stabile","=""912385930X""","=""9789123859306""",0,4.28,"Allen & Unwin/Inter-Varsity Press,US/DO NOT USE",Paperback,0,2019,,,2023/06/23,to-read,to-read (#131),to-read,,,,0,0
40963341,"Visual Intelligence: Sharpen Your Perception, Change Your Life",Amy E. Herman,"Herman, Amy E.",,"=""""","=""""",0,4.12,Eamon Dolan/Houghton Mifflin Harcourt,Kindle Edition,341,2016,2015,,2023/06/23,to-read,to-read (#130),to-read,,,,0,0
25574782,Pretty Girls,Karin Slaughter,"Slaughter, Karin",,"=""0062430874""","=""9780062430878""",3,4.04,William Morrow,Paperback,688,2015,2015,,2023/06/20,,,read,,,,1,0
61718053,Happy Place,Emily Henry,"Henry, Emily",,"=""0593441273""","=""9780593441275""",0,4.07,Berkley,Hardcover,400,2023,2023,,2023/06/20,to-read,to-read (#129),to-read,,,,0,0
62848145,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,"McFadden, Freida",,"=""1837901317""","=""9781837901319""",4,4.29,Bookouture,Kindle Edition,318,2023,2023,,2023/06/17,,,read,,,,1,0
59718991,The Devil's Playground,Craig Russell,"Russell, Craig",,"=""0385549024""","=""9780385549028""",0,3.93,Doubleday,Kindle Edition,348,2023,2023,,2023/06/17,to-read,to-read (#128),to-read,,,,0,0
42815544,Bunny,Mona Awad,"Awad, Mona",,"=""0525559736""","=""9780525559733""",2,3.54,Viking,Hardcover,307,2019,2019,,2023/04/26,,,read,,,,1,0
13559906,Kabale mysteriet,Jostein Gaarder,"Gaarder, Jostein",Hilde Kramer,"=""8714130033""","=""9788714130039""",0,4.17,Høst & søn,,345,1992,1990,,2023/06/16,to-read,to-read (#127),to-read,,,,0,0
33385229,They Both Die at the End,Adam Silvera,"Silvera, Adam",,"=""0062457799""","=""9780062457790""",0,3.78,Quill Tree Books,Hardcover,389,2017,2017,,2023/06/16,to-read,to-read (#126),to-read,,,,0,0
21936809,"The Kind Worth Killing (Henry Kimball/Lily Kintner, #1)",Peter  Swanson,"Swanson, Peter",,"=""0062267523""","=""9780062267528""",4,4.01,William Morrow,Hardcover,320,2015,2015,,2023/05/28,,,read,,,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",4,4.16,Berkley,Hardcover,377,2022,2022,,2023/05/29,,,read,,,,1,0
45011012,Temporary,Hilary Leichter,"Leichter, Hilary",,"=""1566895669""","=""9781566895668""",2,3.75,Coffee House Press,Paperback,208,2020,2020,,2023/04/22,,,read,,,,1,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.87,Scholastic Press,Kindle Edition,541,2020,2020,,2023/06/02,to-read,to-read (#125),to-read,,,,0,0
62542871,Black Mountain,Simon Bestwick,"Bestwick, Simon",,"=""""","=""""",0,4.15,Independent Legions Publishing,Kindle Edition,296,2021,,,2023/06/02,to-read,to-read (#124),to-read,,,,0,0
61767292,"Icebreaker (Maple Hills, #1)",Hannah  Grace,"Grace, Hannah",,"=""""","=""""",0,4.00,Pig & Bear Publishing,Kindle Edition,435,2022,2022,,2023/06/02,to-read,to-read (#123),to-read,,,,0,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",0,4.14,Portfolio,Hardcover,226,2016,2016,,2023/05/28,to-read,to-read (#122),to-read,,,,0,0
57797679,Wahala,Nikki May,"May, Nikki",,"=""0063084244""","=""9780063084247""",4,3.66,Custom House,Hardcover,384,2022,2022,,2023/05/28,,,read,,,,1,0
50269327,Earthlings,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""1783785675""","=""9781783785674""",0,3.60,Granta Books,Hardcover,247,2020,2018,,2023/05/28,to-read,to-read (#121),to-read,,,,0,0
31170723,Behave: The Biology of Humans at Our Best and Worst,Robert M. Sapolsky,"Sapolsky, Robert M.",,"=""1594205078""","=""9781594205071""",0,4.41,Penguin Press,Hardcover,790,2017,2017,,2023/05/27,to-read,to-read (#120),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,"=""""","=""""",4,4.20,Knopf,Hardcover,401,2022,2022,,2023/01/22,,,read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",2,4.21,Atria Books,Kindle Edition,386,2016,2016,,2022/01/14,,,read,,,,1,0
55890454,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""1035409682""","=""9781035409686""",4,4.30,Headline,Kindle Edition,306,2020,1979,2022/09/20,2022/09/10,,,read,,,,1,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,"=""0062968785""","=""9780062968784""",0,4.05,Harper,Hardcover,368,2020,2018,,2023/05/26,to-read,to-read (#119),to-read,,,,0,0
58730649,Cold Enough for Snow,Jessica Au,"Au, Jessica",,"=""1913097765""","=""9781913097769""",0,3.79,Fitzcarraldo Editions,Paperback,99,2022,2022,,2023/05/26,to-read,to-read (#118),to-read,,,,0,0
13543138,Blackberry Winter,Sarah Jio,"Jio, Sarah",,"=""0452298385""","=""9780452298385""",0,4.00,Plume,Paperback,286,2012,2012,,2023/05/26,to-read,to-read (#117),to-read,,,,0,0
33376821,Sweet Bean Paste,Durian Sukegawa,"Sukegawa, Durian",Alison  Watts,"=""1786071959""","=""9781786071958""",4,4.07,Oneworld Publications,Paperback,218,2017,2013,,2023/04/22,,,read,,,,1,0
60784605,Maame,Jessica George,"George, Jessica",,"=""""","=""""",4,4.08,St. Martin's Press,Hardcover,320,2023,2023,,2023/01/26,,,read,,,,1,0
50825491,Free Lunch Thinking: How Economics Ruins the Economy,Tom Bergin,"Bergin, Tom",,"=""1847942741""","=""9781847942746""",0,3.89,Random House Business,Paperback,320,2020,,,2023/05/23,to-read,to-read (#116),to-read,,,,0,0
61344814,Death of a Bookseller,Alice   Slater,"Slater, Alice",,"=""1529385350""","=""""",3,3.56,Hodder & Stoughton,Kindle Edition,384,2023,2023,,2023/05/05,,,read,,,,1,0
18283207,Strange Weather in Tokyo,Hiromi Kawakami,"Kawakami, Hiromi",Allison Markin Powell,"=""1846275083""","=""9781846275081""",3,3.72,Portobello Books,Paperback,176,2013,2001,,2022/12/13,,,read,,,,2,0
60450976,Children of Paradise,Camilla Grudova,"Grudova, Camilla",,"=""183895631X""","=""9781838956318""",2,3.52,Atlantic Books,Hardcover,200,2022,2022,,2023/05/16,,,read,,,,1,0
50736031,Breasts and Eggs,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609455878""","=""9781609455873""",0,3.87,Europa Editions,Hardcover,430,2020,2019,,2023/05/13,to-read,to-read (#115),to-read,,,,0,0
56648660,Cursed Bunny,Bora Chung,"Chung, Bora",Anton Hur,"=""1916277187""","=""9781916277182""",0,3.82,Honford Star,Paperback,251,2021,2017,,2023/05/13,to-read,to-read (#114),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.92,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2023/05/13,to-read,to-read (#113),to-read,,,,0,0
6449422,"1Q84 (1Q84, #2)",Haruki Murakami,"Murakami, Haruki",,"=""4103534230""","=""9784103534235""",5,4.10,Shinchosha/Tsai Fong Books,Tankobon Hardcover,397,2009,2009,,2023/04/28,,,read,,,,1,0
6443834,"1Q84 Book 1 (1Q84, #1)",Haruki Murakami,"Murakami, Haruki",,"=""4103534222""","=""9784103534228""",5,4.02,Shinchosha/Tsai Fong Books,Hardcover,554,2009,2009,,2023/04/28,,,read,,,,1,0
25189315,Smoke Gets in Your Eyes & Other Lessons from the Crematory,Caitlin Doughty,"Doughty, Caitlin",,"=""0393351904""","=""9780393351903""",0,4.22,W. W. Norton & Company,Paperback,254,2015,2014,,2023/05/05,to-read,to-read (#112),to-read,,,,0,0
7717482,"1Q84 (1Q84, #3)",Haruki Murakami,"Murakami, Haruki",村上 春樹,"=""4103534257""","=""9784103534259""",3,3.92,新潮社,Hardcover,473,2010,2010,,2023/04/28,,,read,,,,1,0
19288239,Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""0385352107""","=""9780385352109""",0,3.87,Alfred A. Knopf,Hardcover,386,2014,2013,,2023/04/28,to-read,to-read (#111),to-read,,,,0,0
762390,The Hour of the Star,Clarice Lispector,"Lispector, Clarice",Giovanni Pontiero,"=""0811211908""","=""9780811211901""",0,4.08,New Directions,Paperback,96,1992,1977,,2023/04/26,to-read,to-read (#110),to-read,,,,0,0
38820047,Killing Commendatore,Haruki Murakami,"Murakami, Haruki",,"=""052552004X""","=""9780525520047""",0,3.91,Knopf,Hardcover,704,2018,2017,,2023/04/26,to-read,to-read (#108),to-read,,,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",,"=""1501163116""","=""""",4,4.29,Simon & Schuster,Kindle Edition,432,2017,2016,,2023/04/24,,,read,,,,1,0
38357895,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,"=""""","=""""",5,3.70,Portobello Books,Paperback,163,2018,2016,,2023/04/22,,,read,,,,1,0
55251809,Terminal Boredom: Stories,Izumi Suzuki,"Suzuki, Izumi","Polly Barton, Sam Bett, David  Boyd, Daniel  Joseph, Aiko Masubuchi, Helen O'Horan","=""1788739906""","=""""",0,3.60,Verso,Kindle Edition,240,2021,2021,,2023/04/22,to-read,to-read (#107),to-read,,,,0,0
58065033,Lessons in Chemistry,Bonnie Garmus,"Garmus, Bonnie",,"=""""","=""""",2,4.31,Doubleday Books,Hardcover,390,2022,2022,,2022/07/13,,,read,,,,1,0
40597810,Daisy Jones & The Six,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1524798622""","=""9781524798628""",5,4.22,Ballantine Books,Hardcover,355,2019,2019,,2023/04/22,,,read,,,,1,0
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.84,Vintage Books ,Paperback,288,2010,2005,,2023/04/22,to-read,to-read (#106),to-read,,,,0,0
25365,Out,Natsuo Kirino,"Kirino, Natsuo",,"=""1400078377""","=""9781400078370""",0,3.95,Vintage,Paperback,400,2005,1997,,2023/04/22,to-read,to-read (#105),to-read,,,,0,0
23395680,"Illuminae (The Illuminae Files, #1)",Amie Kaufman,"Kaufman, Amie",Jay Kristoff,"=""0553499114""","=""9780553499117""",0,4.25,Knopf Books for Young Readers,Hardcover,608,2015,2015,,2023/04/19,to-read,to-read (#104),to-read,,,,0,0
18143789,The Midnight Rose,Lucinda Riley,"Riley, Lucinda",,"=""1476703574""","=""9781476703572""",0,4.39,Atria,Paperback,496,2014,2013,,2023/04/19,to-read,to-read (#103),to-read,,,,0,0
9736930,Before I Go to Sleep,S.J. Watson,"Watson, S.J.",,"=""0062060554""","=""9780062060556""",0,3.90,HarperCollins Publishers,Hardcover,359,2011,2011,,2023/04/19,to-read,to-read (#102),to-read,,,,0,0
36057353,"Pasienten (Kajsa Coren, #5)",Trude Teige,"Teige, Trude",,"=""""","=""9788203362408""",0,3.74,Aschehoug,Hardcover,382,2017,2017,,2023/04/19,to-read,to-read (#101),to-read,,,,0,0
56804711,Elskede barn,Romy Hausmann,"Hausmann, Romy",Rune R. Moen,"=""8202705185""","=""9788202705183""",0,4.05,Cappelen Damm,ebook,,2021,2019,,2023/04/19,to-read,to-read (#100),to-read,,,,0,0
41795733,Range: Why Generalists Triumph in a Specialized World,David   Epstein,"Epstein, David",,"=""0735214484""","=""9780735214484""",0,4.14,Riverhead Books,Hardcover,352,2019,2019,,2023/04/12,to-read,to-read (#99),to-read,,,,0,0
61102619,Pandora,Susan Stokes-Chapman,"Stokes-Chapman, Susan",,"=""0063280027""","=""9780063280021""",0,3.69,Harper Perennial,Paperback,408,2023,2022,,2023/04/05,to-read,to-read (#98),to-read,,,,0,0
53550744,The Cat and The City,Nick  Bradley,"Bradley, Nick",Mariko Aruga,"=""1786499908""","=""""",4,3.85,Atlantic Books,Kindle Edition,294,2020,2020,2020/12/01,2020/12/01,,,read,,,,1,0
39744007,Café Nevo: A Novel,Barbara Rogan,"Rogan, Barbara",,"=""""","=""""",4,4.25,Open Road Media,Kindle Edition,309,2014,,,2021/11/13,,,read,,,,1,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",4,3.68,Doubleday,Hardcover,226,2018,2018,,2023/01/05,,,read,,,,1,0
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635575567""","=""9781635575569""",4,4.20,Bloomsbury Publishing,Paperback,419,2020,2015,,2023/02/08,,,read,,,,1,0
40884944,"Søsterklokkene (Hekne, #1)",Lars Mytting,"Mytting, Lars",,"=""8205514003""","=""9788205514003""",0,4.17,Gyldendal,Hardcover,442,2018,2018,,2023/03/27,to-read,to-read (#97),to-read,,,,0,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",5,4.42,Ecco,Hardcover,360,2022,2022,,2023/01/15,,,read,,,,2,0
52649136,Fresh Water for Flowers,Valérie Perrin,"Perrin, Valérie",Hildegarde Serle,"=""1609455959""","=""9781609455958""",3,4.28,Europa Editions,Hardcover,476,2020,2018,,2023/02/24,,,read,,,,1,0
36381037,"Cinder (The Lunar Chronicles, #1)",Marissa Meyer,"Meyer, Marissa",,"=""""","=""""",0,4.13,Feiwel & Friends,Hardcover,400,2012,2012,,2023/03/08,to-read,to-read (#96),to-read,,,,0,0
59336625,All the Lovers in the Night,Mieko Kawakami,"Kawakami, Mieko","Sam Bett, David  Boyd","=""1609456998""","=""9781609456993""",0,3.76,Europa Editions,Hardcover,224,2022,2011,,2023/03/05,to-read,to-read (#95),to-read,,,,0,0
55842121,A Matter of Death and Life,Irvin D. Yalom,"Yalom, Irvin D.",Marilyn Yalom,"=""1503613763""","=""9781503613768""",2,4.43,Redwood Press,Hardcover,240,2021,2021,,2023/01/13,,,read,,,,1,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""1982121602""","=""9781982121600""",5,4.18,Simon & Schuster Canada,Paperback,336,2020,2019,,2023/03/01,,,read,,,,1,0
10374,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,"Murakami, Haruki",Alfred Birnbaum,"=""""","=""""",0,4.13,Vintage,Paperback,400,2003,1985,,2023/02/26,to-read,to-read (#94),to-read,,,,0,0
17803,After Dark,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0307265838""","=""9780307265838""",0,3.74,Knopf,Hardcover,191,2007,2004,,2023/02/26,to-read,to-read (#93),to-read,,,,0,0
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",Lucia Graves,"=""""","=""""",0,4.29,Penguin Books,Paperback,487,2005,2001,,2023/02/26,to-read,to-read (#92),to-read,,,,0,0
35604686,The Astonishing Color of After,Emily X.R. Pan,"Pan, Emily X.R.",,"=""""","=""""",0,4.07,"Little, Brown Books for Young Readers",Hardcover,462,2018,2018,,2023/02/26,to-read,to-read (#91),to-read,,,,0,0
